question,document_id
"Munkaidőn kívül felveszik a telefont, vagy inkább üzenetet kell hagyni?",faq_721
What happens if I cancel after the 3rd day before installation?,faq_724
Can I get my deposit back if I cancel within 3 days of installation?,faq_724
"If I cancel late, is the 20% deposit refundable or not?",faq_724
What is the cancellation policy after the third day before install?,faq_724
Do I lose the 20% deposit if I cancel after day 3 before installation?,faq_724
How do I request a quote for the services?,faq_722
Where is the option to ask for a price quote?,faq_722
Can I get a quote from the PRICES – REQUEST A QUOTE menu?,faq_722
How can I ask for a quotation for your services?,faq_722
What menu do I use to request a service quote?,faq_722
"Mi van akkor, ha a telepítés előtt 3 nappal már lemondom?",faq_725
"Visszakapom a foglalót, ha a lemondás a telepítés előtti 3. nap után történik?",faq_725
"Ha 3 napon belül mondom le a telepítést, mi lesz a 20%-os foglalóval?",faq_725
"Mikor veszik el a 20% előleg, ha lemondom a szerelést?",faq_725
"Telepítés előtt későn mondtam le, ilyenkor visszajár a foglaló?",faq_725
What happens if I don't return the rented item when the lease ends and the lessor asks in writing?,faq_728
"If the lessee keeps the rental item after the rental period is over, can the lessor take it back?",faq_728
"What can the lessor do when the rented item is not returned by the end of the rental term, even after a written demand?",faq_728
"If I fail to hand back the leased item after expiry and written notice, what happens?",faq_728
Does the lessor have the right to remove the rental item if the tenant doesn't return it on time and ignores the written request?,faq_728
Meddig tudom díjmentesen lemondani a szerződést?,faq_727
"Kell fizetnem, ha lemondom a szerződést a telepítés előtt?",faq_727
Hány nappal a telepítés előtt lehet még ingyen lemondani?,faq_727
"Mi történik a foglalóval, ha későn mondom le a szerződést?",faq_727
"Írásban kell lemondani, és mikortól jár díj a lemondásért?",faq_727
"Meddig mondhatom le a szerződést, és kerül valamibe a lemondás?",faq_726
"Hogyan tudom felmondani a szerződést, és van-e lemondási díj?",faq_726
"Le lehet mondani az installáció előtt, és ha igen, meddig ingyenes?",faq_726
"Ha lemondom a szerződést, visszakapom az előleget?",faq_726
"Mikor lehet még ingyenesen visszamondani, és mi történik, ha később mondom le?",faq_726
Who has to pay for delivery and removal costs?,faq_730
Are all delivery and pickup/removal charges paid by the lessee?,faq_730
Kinek kell állnia a szállítás és az elszállítás összes költségét?,faq_730
Does the renter cover all costs for delivery and removal?,faq_730
Whose responsibility is it to pay every cost related to delivery and removal?,faq_730
"Mi történik, ha a bérlő a bérleti idő végén nem adja vissza a bérleti tárgyat, hiába szólítja fel írásban a bérbeadó?",faq_729
"Elviheti-e a bérbeadó a bérelt tárgyat, ha a lejárat után sem szolgáltatja vissza a bérlő?",faq_729
"Milyen jogai vannak a bérbeadónak, ha a bérleti idő lejárta után a bérlő nem adja vissza a dolgot?",faq_729
"Mi a következménye annak, ha a bérlő a lejárat után sem adja vissza a bérelt eszközt a bérbeadó felszólítására?",faq_729
"Ha a bérlő nem szolgáltatja vissza időben a bérleti tárgyat, a bérbeadó elszállíttathatja azt?",faq_729
Hol tudok árajánlatot kérni a szolgáltatásokra?,faq_723
Melyik menüpontban lehet ajánlatot kérni az árakra?,faq_723
Hogyan kérhetek árajánlatot a szolgáltatásokra?,faq_723
Az ÁRAK vagy az ÁRAJÁNLATKÉRÉS résznél lehet ajánlatot kérni?,faq_723
Árajánlatot hol tudok bekérni a szolgáltatásokhoz?,faq_723
"Mi történik, ha a bérelt eszköz hibás vagy sérült?",faq_734
"Ha a bérlemény meghibásodik vagy megsérül, mi a teendő?",faq_734
What do I do if the rental equipment is broken or damaged?,faq_734
"If the rented item arrives faulty, will the lessor inspect it?",faq_734
Bérelt eszköz hiba esetén ki vizsgálja meg a készüléket?,faq_734
"Mi a teendő, ha a bérelt eszköz meghibásodik vagy megsérül?",faq_735
"Hibás lett a bérelt eszköz, ilyenkor mi történik?",faq_735
"Ha kár éri a bérelt eszközt, ki vizsgálja meg?",faq_735
"Mit csinál a Bérbeadó, ha sérült vagy hibás az eszköz?",faq_735
"Bérelt eszköz hiba esetén mi a folyamat, kapok róla szakvéleményt?",faq_735
What if the rented equipment gets damaged because of the renter during the rental period?,faq_732
Who pays if the rental items are stolen by someone unauthorized while they're being rented?,faq_732
"If the equipment is damaged or stolen during the rental, do I have to compensate the lessor?",faq_732
What happens if the renter causes damage to the rental goods or they get stolen by a third party?,faq_732
"During the rental period, am I responsible for losses if the items are damaged or taken by unauthorized persons?",faq_732
Kinek kell fizetnie a kiszállítás és elszállítás költségeit a bérleti idő végén?,faq_731
A bérleti idő lejártakor a szállítási költségek kit terhelnek?,faq_731
Ki állja a kiszállással és az elszállítással kapcsolatos minden költséget?,faq_731
A visszaszállítás és az elvitel díját a bérlő vagy a bérbeadó fizeti?,faq_731
Bérlet lejáratakor ki fizeti a kiszállítási meg az elszállítási költségeket?,faq_731
What happens if the tenant damages the rented equipment?,faq_738
Who pays for damage caused by the tenant to the leased equipment?,faq_738
"If I as the tenant damage the rental equipment, what do I have to pay?",faq_738
Will the lessor charge me for any damage I cause to the equipment?,faq_738
What is the process if the tenant causes damage to the rented items?,faq_738
"Mi van akkor, ha a bérelt eszközök a bérlés ideje alatt az én hibámból megsérülnek vagy valaki ellopja őket?",faq_733
"Ha a bérlő hibájából kár keletkezik a bérleményben, ki fizeti meg a kárt?",faq_733
"Mit kell tenni, ha a bérlés alatt illetéktelenek eltulajdonítják a bérelt dolgokat?",faq_733
A bérelt eszköz megsérül vagy eltűnik a bérlés közben a Bérlő hibájából — ilyenkor mi a teendő?,faq_733
Kár vagy lopás esetén a bérlőnek milyen költségeket kell megtérítenie a bérbeadónak?,faq_733
What happens to my booking if it rains on the day?,faq_740
Do I still have to pay if the event is cancelled because of rain?,faq_740
Can I reschedule my reservation in case of bad weather or rain?,faq_740
What is the refund/cancellation policy when it rains?,faq_740
"If there's rain, am I financially responsible for the booking?",faq_740
What happens to the rental if it rains or the weather is bad?,faq_742
Is there any policy about rain or bad weather for the rental?,faq_742
Does the excerpt mention anything about bad weather or rain affecting the rental?,faq_742
"In case of rain, what happens to the rental?",faq_742
Are there any terms about weather conditions like rain or bad weather in this section?,faq_742
"Mit jelent az, ha a bérlő a teljesítés előtt eláll a szerződéstől?",faq_737
"Mekkora kötbért kell fizetni, ha a bérlő még a teljesítés megkezdése előtt felmondja a szerződést?",faq_737
"Ha a bérlő az indulás előtt visszalép a szerződéstől, mennyi jár a vállalkozásnak?",faq_737
"Elállhat-e a bérlő a szerződéstől a teljesítés megkezdése előtt, és ilyenkor milyen díj terheli?",faq_737
"Mi történik, ha a bérlő a munka kezdete előtt eláll a szerződéstől, kell-e kötbért fizetni?",faq_737
"Mi van akkor, ha esik az eső a foglalt időpontban?",faq_741
"Esős idő esetén fizetnem kell a foglalást, vagy át lehet tenni?",faq_741
"Ha rossz az idő és esik az eső, akkor lemondható a bérlés díj nélkül?",faq_741
"Mit csináljak, ha az időpontomon esős nap lesz, marad a fizetés?",faq_741
"Eső esetén semmilyen költség nincs, és át tudom rakni a foglalást?",faq_741
Milyen konkrét árak vagy díjak szerepelnek ebben a részben?,faq_744
"Van itt felsorolva valamilyen százalék, letét vagy előleg összege?",faq_744
Mik a pontos költségek és díj százalékok ebben a szakaszban?,faq_744
Találok itt bármilyen konkrét deposit vagy fee adatot?,faq_744
"Mennyibe kerül ez, van megadva valamilyen ár vagy díj ebben a részben?",faq_744
"Mi van, ha esik az eső a bérlés napján?",faq_743
Rossz idő esetén mi történik a bérléssel?,faq_743
Van külön szabály esős vagy viharos időre a bérlésnél?,faq_743
Mit írnak az ASZF-ben az eső miatti bérlésről?,faq_743
"Ha rossz az idő, lehet módosítani vagy lemondani a bérlést?",faq_743
"Mikor szállítják ki a játékokat és eszközöket, illetve mikor veszik vissza őket?",faq_747
"Van megadva, hogy mikor történik a játékok és eszközök szállítása vagy visszavétele?",faq_747
Milyen időpontban kerül sor a játékok/eszközök kiszállítására és visszavételére?,faq_747
Hol találom a szállítás és visszavétel időpontját a játékoknál és eszközöknél?,faq_747
"A szerződésben szerepel, hogy mikor hozzák és mikor viszik el a játékokat meg az eszközöket?",faq_747
Mikor szállítják ki és mikor viszik el a játékokat és eszközöket?,faq_746
"Van megadva, hogy a játékok és a felszerelések mikor kerülnek kiszállításra és visszavételre?",faq_746
Melyik időpontban történik a játékok/equipment átadása és elszállítása?,faq_746
"A szerződési feltételekben szerepel, hogy mikor hozzák a játékokat és mikor viszik vissza őket?",faq_746
Pontosan mikor szállítják és mikor gyűjtik be a játékokat meg az eszközöket?,faq_746
Milyen árak vagy díjak vannak ebben a részben megadva?,faq_745
Látható itt valamilyen konkrét kaució összeg vagy százalék?,faq_745
"Van ebben a szakaszban bármilyen pontos díj, ár vagy letét feltüntetve?",faq_745
"Milyen pénzösszegeket ír az ASZF ezen része, ha egyáltalán ír valamit?",faq_745
"Szerepelnek itt konkrét költségek, díjak vagy kauciók, vagy nincs ilyen adat?",faq_745
Mennyi időn belül kell az adatkezelőnek megadnia az információt a kérelem benyújtása után?,faq_748
What is the deadline for the controller to respond after I submit my request?,faq_748
Az igény benyújtása után hány napon belül kell választ adnia az adatkezelőnek?,faq_748
How long does the controller have to provide the information once the request is filed?,faq_748
"Mikorra kell megkapnom az információt a kérvény beadása után, legkésőbb egy hónapon belül?",faq_748
"Mi van, ha a bérlő kárt tesz a bérelt eszközben?",faq_739
"Ki fizeti ki, ha a Bérlő megrongálja a bérelt eszközt?",faq_739
Mi történik károkozás esetén a bérelt eszköznél?,faq_739
"Ha a bérlő okoz kárt a bérelt eszközben, ki állja a költséget?",faq_739
Bérlő által okozott kárnál a számlát kinek kell fizetni?,faq_739
"Mi történik, ha a bérlő még a teljesítés előtt eláll a szerződéstől?",faq_736
"If I cancel the contract before the service starts, what fee do I have to pay?",faq_736
What penalty applies when the renter withdraws before performance begins?,faq_736
"Ha a Renter a teljesítés megkezdése előtt visszalép, mennyit kell fizetni?",faq_736
Cancting before the contract starts—does the company charge 40%?,faq_736
Mennyi időn belül kell válaszolnia az adatkezelőnek a tájékoztatási kérelemre?,faq_749
A kérelem beadása után meddig adhatja meg az adatkezelő a tájékoztatást?,faq_749
"Van határidő arra, hogy mikor kell megkapnom az adatkezelő tájékoztatását?",faq_749
Meddig tart az adatkezelő válaszadási ideje a benyújtott kérelem után?,faq_749
"1 hónapon belül kell az adatkezelőnek tájékoztatnia, vagy lehet később is?",faq_749
Milyen adatkezelési tájékoztatást kérhetek a személyes adataimról?,faq_751
"Mit tudhatok meg arról, hogy a szolgáltató milyen személyes adataimat kezeli?",faq_751
A személyes adataim kezeléséről milyen információkat kérhetek ki?,faq_751
"Tudni szeretném, milyen célból, meddig és milyen jogalapon kezelik az adataimat – ezt megkérdezhetem?",faq_751
"Milyen harmadik feleknek adták át a személyes adataimat, és ezt hogyan tudom megtudni?",faq_751
